date,region,produit,division_code,categorie,unite,prix_moyen
2019-10-01,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,299.4
01/11/2019,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,299.3
01/12/2019,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,279.7
2020-01-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,299.0
2020-02-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,286.5
2020-03-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,308.1
2020-04-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,324.6
2020-05-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,331.9
Juin 2020,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,324.9
Juillet 2020,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,326.3
2020-08-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,325.2
01/09/2020,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,323.3
2020-10-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,300.5
Novembre 2020,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,
01/12/2020,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,302.8
2021-01-01,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,301.8
01/02/2021,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,311.9
01/03/2021,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,318.5
2021-04-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,323.5
2021-05-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,323.0
2021-06-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,342.9
Juillet 2021,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,336.1
Août 2021,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,334.9
Septembre 2021,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,334.9
01/10/2021,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,332.5
01/11/2021,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,315.8
2021-12-01,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,315.4
01/01/2022,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,311.1
2022-02-01,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,"331,5"
Mars 2022,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,342.7
Avril 2022,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,"366,9"
2022-05-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,"368,4"
Juin 2022,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,380.9
01/07/2022,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,395.2
01/08/2022,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,385.6
Septembre 2022,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,373.1
Octobre 2022,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,394.4
2022-11-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,"361,6"
Décembre 2022,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,"357,3"
01/01/2023,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,360.0
2023-02-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,366.8
Mars 2023,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,374.5
01/04/2023,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,387.4
2023-05-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,399.0
2023-06-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,399.8
2023-07-01,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,"428,1"
2023-08-01,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,404.7
01/09/2023,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,"404,6"
01/10/2023,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,389.1
Novembre 2023,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,381.7
2023-12-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,367.4
01/01/2024,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,356.1
01/02/2024,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,372.1
01/03/2024,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,"379,9"
Avril 2024,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,403.6
2024-05-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,395.1
01/06/2024,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,406.6
2024-07-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,405.1
01/08/2024,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,420.1
2024-09-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,
Octobre 2024,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,397.9
2024-11-01,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,
Décembre 2024,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,372.2
2025-01-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,"361,7"
2025-02-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,368.4
2025-03-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,396.3
01/04/2025,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,392.0
01/05/2025,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,417.0
01/06/2025,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,422.4
01/07/2025,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,426.7
Août 2025,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,424.0
2025-09-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,405.9
01/10/2025,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,398.1
01/11/2025,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,404.9
01/12/2025,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,380.9
2026-01-01,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,"353,1"
2026-02-01,Diourbel ,Riz brisé ordinaire,D01,Alimentaire,kg,387.5
01/03/2026,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,387.9
01/04/2026,diourbel,Riz brisé ordinaire,D01,Alimentaire,kg,411.7
Mai 2026,DIOURBEL,Riz brisé ordinaire,D01,Alimentaire,kg,430.4
01/01/2018,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,291.1
01/02/2018,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,300.5
2018-03-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,302.4
2018-04-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,
01/05/2018,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,310.2
01/06/2018,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,321.1
2018-07-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,"325,6"
Août 2018,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,316.2
2018-09-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,317.6
2018-10-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,299.7
01/11/2018,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,307.5
Décembre 2018,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,303.5
01/01/2019,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,295.4
01/02/2019,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,301.0
Mars 2019,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,"312,0"
2019-04-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,305.8
01/05/2019,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,312.3
01/06/2019,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,"333,4"
01/07/2019,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,327.4
Août 2019,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,320.1
Septembre 2019,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,314.5
01/10/2019,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,291.5
Novembre 2019,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,297.8
Décembre 2019,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,290.3
01/01/2020,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,304.9
Février 2020,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,310.5
01/03/2020,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,
2020-04-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,325.0
2020-05-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,321.3
2020-06-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,"341,0"
2020-07-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,341.8
2020-08-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,341.4
2020-09-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,339.2
01/10/2020,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,305.8
01/11/2020,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,306.3
01/12/2020,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,299.6
01/01/2021,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,307.7
2021-02-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,311.9
01/03/2021,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,318.9
Avril 2021,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,337.2
2021-05-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,"332,0"
2021-06-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,338.3
01/07/2021,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,339.0
Août 2021,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,339.8
01/09/2021,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,326.9
Octobre 2021,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,326.3
2021-11-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,318.3
2021-12-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,310.2
01/01/2022,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,329.4
2022-02-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,332.9
2022-03-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,354.0
2022-04-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,360.4
2022-05-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,376.1
Juin 2022,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,382.4
Juillet 2022,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,391.0
01/08/2022,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,395.8
Septembre 2022,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,382.4
Octobre 2022,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,"383,0"
2022-11-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,367.3
01/12/2022,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,366.9
Janvier 2023,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,357.0
01/02/2023,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,374.8
01/03/2023,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,380.3
Avril 2023,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,404.8
01/05/2023,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,395.7
01/06/2023,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,401.0
Juillet 2023,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,409.5
Août 2023,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,399.3
01/09/2023,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,392.8
01/10/2023,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,400.7
2023-11-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,
2023-12-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,"371,0"
Janvier 2024,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,368.4
2024-02-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,372.6
Mars 2024,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,399.7
2024-04-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,392.6
01/05/2024,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,"398,2"
Juin 2024,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,422.2
Juillet 2024,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,415.0
01/08/2024,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,429.4
Septembre 2024,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,401.2
01/10/2024,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,404.2
Novembre 2024,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,399.0
2024-12-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,373.2
2025-01-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,
01/02/2025,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,"388,3"
Mars 2025,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,398.1
Avril 2025,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,
01/05/2025,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,408.6
01/06/2025,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,404.2
01/07/2025,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,433.0
Août 2025,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,422.1
2025-09-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,416.5
2025-10-01,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,396.3
01/11/2025,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,394.5
2025-12-01,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,"386,0"
2026-01-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,372.5
01/02/2026,KAOLACK,Riz brisé ordinaire,D01,Alimentaire,kg,387.4
2026-03-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,404.8
2026-04-01,kaolack,Riz brisé ordinaire,D01,Alimentaire,kg,430.8
01/05/2026,Kaolack ,Riz brisé ordinaire,D01,Alimentaire,kg,422.9
Janvier 2018,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,308.1
01/02/2018,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,300.1
Mars 2018,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,301.8
2018-04-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,"318,5"
2018-05-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,317.7
2018-06-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,
Juillet 2018,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,327.6
2018-08-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,315.9
2018-09-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,332.7
2018-10-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,309.8
Novembre 2018,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,295.8
01/12/2018,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,307.0
01/01/2019,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,"299,8"
2019-02-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,315.0
Mars 2019,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,311.0
2019-04-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,320.9
2019-05-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,
Juin 2019,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,340.9
Juillet 2019,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,342.4
01/08/2019,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,332.5
Septembre 2019,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,329.1
01/10/2019,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,321.8
01/11/2019,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,310.9
01/12/2019,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,"304,3"
01/01/2020,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,301.2
Février 2020,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,319.1
01/03/2020,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,324.2
2020-04-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,331.2
01/05/2020,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,351.8
01/06/2020,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,339.1
01/07/2020,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,361.1
01/08/2020,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,344.8
01/09/2020,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,339.2
Octobre 2020,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,325.2
Novembre 2020,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,309.1
Décembre 2020,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,314.0
01/01/2021,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,319.7
2021-02-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,327.4
2021-03-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,330.5
Avril 2021,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,327.2
Mai 2021,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,"340,8"
2021-06-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,372.5
2021-07-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,350.6
Août 2021,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,364.6
2021-09-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,"340,6"
2021-10-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,337.1
Novembre 2021,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,334.9
2021-12-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,321.1
2022-01-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,345.9
Février 2022,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,345.7
2022-03-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,362.3
Avril 2022,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,372.8
01/05/2022,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,394.9
01/06/2022,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,413.2
Juillet 2022,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,403.9
2022-08-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,418.2
2022-09-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,394.4
2022-10-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,398.6
01/11/2022,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,390.5
Décembre 2022,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,366.3
2023-01-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,375.7
01/02/2023,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,381.8
01/03/2023,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,386.7
2023-04-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,409.8
01/05/2023,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,420.8
2023-06-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,427.3
2023-07-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,428.9
01/08/2023,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,424.6
Septembre 2023,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,"415,3"
01/10/2023,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,411.1
01/11/2023,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,397.1
Décembre 2023,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,408.6
Janvier 2024,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,373.7
Février 2024,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,"386,0"
Mars 2024,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,396.7
Avril 2024,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,429.5
Mai 2024,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,412.4
Juin 2024,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,434.1
Juillet 2024,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,433.8
01/08/2024,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,"430,1"
2024-09-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,
01/10/2024,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,421.7
Novembre 2024,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,400.9
Décembre 2024,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,392.1
01/01/2025,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,374.6
2025-02-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,397.1
2025-03-01,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,401.2
01/04/2025,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,419.2
01/05/2025,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,418.4
01/06/2025,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,444.6
2025-07-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,428.1
2025-08-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,"440,8"
01/09/2025,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,422.2
01/10/2025,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,"417,6"
Novembre 2025,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,427.4
2025-12-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,408.4
01/01/2026,KOLDA,Riz brisé ordinaire,D01,Alimentaire,kg,400.0
Février 2026,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,412.7
2026-03-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,408.0
2026-04-01,Kolda ,Riz brisé ordinaire,D01,Alimentaire,kg,439.6
2026-05-01,kolda,Riz brisé ordinaire,D01,Alimentaire,kg,"425,3"
01/01/2018,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,419.2
Février 2018,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,414.2
01/03/2018,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,420.1
01/04/2018,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,445.0
Mai 2018,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,458.4
01/06/2018,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,464.3
01/07/2018,dakar,Riz parfumé importé,D01,Alimentaire,kg,458.1
Août 2018,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,"451,8"
2018-09-01,dakar,Riz parfumé importé,D01,Alimentaire,kg,445.4
Octobre 2018,dakar,Riz parfumé importé,D01,Alimentaire,kg,
2018-11-01,dakar,Riz parfumé importé,D01,Alimentaire,kg,423.7
01/12/2018,dakar,Riz parfumé importé,D01,Alimentaire,kg,415.0
2019-01-01,dakar,Riz parfumé importé,D01,Alimentaire,kg,424.1
01/02/2019,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,408.9
01/03/2019,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,431.5
2019-04-01,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,"432,3"
Mai 2019,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,457.8
Juin 2019,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,476.9
2019-07-01,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,457.8
01/08/2019,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,457.7
Septembre 2019,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,453.2
Octobre 2019,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,416.7
2019-11-01,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,420.0
2019-12-01,dakar,Riz parfumé importé,D01,Alimentaire,kg,"421,4"
01/01/2020,dakar,Riz parfumé importé,D01,Alimentaire,kg,"400,5"
01/02/2020,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,423.8
2020-03-01,dakar,Riz parfumé importé,D01,Alimentaire,kg,453.7
01/04/2020,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,466.9
01/05/2020,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,473.7
01/06/2020,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,486.9
01/07/2020,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,481.3
Août 2020,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,478.1
Septembre 2020,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,459.0
Octobre 2020,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,"450,4"
2020-11-01,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,432.8
01/12/2020,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,
2021-01-01,dakar,Riz parfumé importé,D01,Alimentaire,kg,448.6
Février 2021,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,454.9
01/03/2021,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,"451,1"
2021-04-01,dakar,Riz parfumé importé,D01,Alimentaire,kg,"460,1"
Mai 2021,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,
01/06/2021,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,495.8
2021-07-01,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,494.6
2021-08-01,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,479.8
Septembre 2021,dakar,Riz parfumé importé,D01,Alimentaire,kg,479.8
2021-10-01,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,453.7
01/11/2021,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,459.1
Décembre 2021,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,459.8
2022-01-01,Dakar ,Riz parfumé importé,D01,Alimentaire,kg,474.5
2022-02-01,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,479.9
2022-03-01,DAKAR,Riz parfumé importé,D01,Alimentaire,kg,478.5
