date,region,zone,division_code,division,ponderation,indice
2019-01-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.63
01/02/2019,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.79
01/03/2019,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.93
01/04/2019,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.2
Mai 2019,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.49
01/06/2019,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,
01/07/2019,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.02
01/08/2019,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.94
01/09/2019,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.97
Octobre 2019,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,
01/11/2019,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.96
01/12/2019,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.9
Janvier 2020,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.92
Février 2020,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.3
01/03/2020,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.88
2020-04-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.53
01/05/2020,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.01
2020-06-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.68
Juillet 2020,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.54
Août 2020,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.52
2020-09-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.52
2020-10-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.8
Novembre 2020,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.55
Décembre 2020,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.09
Janvier 2021,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.75
2021-02-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.06
2021-03-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.59
01/04/2021,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.14
2021-05-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.92
Juin 2021,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,86.28
01/07/2021,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,86.63
Août 2021,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,86.67
Septembre 2021,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,86.41
01/10/2021,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,86.06
01/11/2021,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.91
2021-12-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,
Janvier 2022,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,87.83
01/02/2022,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,88.82
2022-03-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,90.57
2022-04-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,92.0
2022-05-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,93.72
Juin 2022,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,95.52
2022-07-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.41
Août 2022,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.94
Septembre 2022,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.41
2022-10-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.64
2022-11-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,98.36
Décembre 2022,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.94
01/01/2023,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.58
Février 2023,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.17
Mars 2023,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,98.23
2023-04-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,98.92
2023-05-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.14
Juin 2023,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.02
2023-07-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.34
Août 2023,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.6
Septembre 2023,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.74
01/10/2023,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.95
2023-11-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.8
Décembre 2023,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.8
01/01/2024,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.1
2024-02-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.08
01/03/2024,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.63
01/04/2024,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.58
Mai 2024,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.01
Juin 2024,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.74
2024-07-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.74
2024-08-01,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.1
Septembre 2024,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,
Octobre 2024,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.27
Novembre 2024,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.64
2024-12-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.2
2025-01-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.76
2025-02-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.42
2025-03-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.32
01/04/2025,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.86
Mai 2025,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.09
Juin 2025,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.63
01/07/2025,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.36
01/08/2025,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.05
01/09/2025,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.64
Octobre 2025,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.82
2025-11-01,Dakar ,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,105.19
2025-12-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.23
Janvier 2026,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.3
01/02/2026,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.33
2026-03-01,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.71
01/04/2026,DAKAR,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.42
01/05/2026,dakar,Ouest,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.92
Janvier 2018,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.47
Février 2018,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.54
01/03/2018,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.69
Avril 2018,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.97
Mai 2018,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.18
2018-06-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.57
01/07/2018,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.33
01/08/2018,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.24
Septembre 2018,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.99
2018-10-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.71
Novembre 2018,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.43
2018-12-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.32
01/01/2019,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.87
2019-02-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.02
2019-03-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.21
Avril 2019,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.39
Mai 2019,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.89
01/06/2019,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.06
2019-07-01,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.01
Août 2019,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.87
2019-09-01,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.83
2019-10-01,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.51
2019-11-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.05
Décembre 2019,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.05
2020-01-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.91
01/02/2020,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.04
2020-03-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.58
Avril 2020,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.83
Mai 2020,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.66
Juin 2020,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.03
Juillet 2020,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.93
Août 2020,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.88
Septembre 2020,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.26
Octobre 2020,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.1
Novembre 2020,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.9
2020-12-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.57
2021-01-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.24
Février 2021,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.7
2021-03-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.7
Avril 2021,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.22
Mai 2021,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.85
01/06/2021,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,90.43
01/07/2021,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,90.16
01/08/2021,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,90.35
2021-09-01,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,90.42
01/10/2021,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.74
01/11/2021,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.59
Décembre 2021,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.58
01/01/2022,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,91.03
2022-02-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,92.22
2022-03-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,93.29
2022-04-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,94.22
01/05/2022,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,95.77
2022-06-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,96.64
01/07/2022,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.6
01/08/2022,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.87
Septembre 2022,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.28
2022-10-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.77
Novembre 2022,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.06
Décembre 2022,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.65
01/01/2023,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.24
01/02/2023,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.09
Mars 2023,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.51
2023-04-01,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.42
Mai 2023,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.92
Juin 2023,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.8
Juillet 2023,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.86
2023-08-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.89
Septembre 2023,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.34
Octobre 2023,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.37
Novembre 2023,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.27
Décembre 2023,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.97
Janvier 2024,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.07
01/02/2024,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.4
01/03/2024,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.82
2024-04-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.15
2024-05-01,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.8
01/06/2024,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.02
01/07/2024,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.24
01/08/2024,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.57
01/09/2024,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.31
01/10/2024,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.23
01/11/2024,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.95
Décembre 2024,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.54
Janvier 2025,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.8
2025-02-01,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.98
01/03/2025,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.77
Avril 2025,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.39
01/05/2025,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.05
01/06/2025,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.44
01/07/2025,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.03
01/08/2025,dakar,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.2
Septembre 2025,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.12
2025-10-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.68
Novembre 2025,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,104.05
2025-12-01,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.22
01/01/2026,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.1
01/02/2026,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.86
01/03/2026,DAKAR,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.94
Avril 2026,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.06
2026-05-01,Dakar ,Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.86
Janvier 2018,dakar,Ouest,D06,Santé,42,88.74
Février 2018,DAKAR,Ouest,D06,Santé,42,89.08
2018-03-01,DAKAR,Ouest,D06,Santé,42,88.94
01/04/2018,DAKAR,Ouest,D06,Santé,42,89.37
Mai 2018,dakar,Ouest,D06,Santé,42,89.16
2018-06-01,DAKAR,Ouest,D06,Santé,42,89.5
2018-07-01,dakar,Ouest,D06,Santé,42,89.49
01/08/2018,dakar,Ouest,D06,Santé,42,89.29
Septembre 2018,dakar,Ouest,D06,Santé,42,89.3
01/10/2018,DAKAR,Ouest,D06,Santé,42,89.26
2018-11-01,DAKAR,Ouest,D06,Santé,42,88.89
01/12/2018,DAKAR,Ouest,D06,Santé,42,88.6
01/01/2019,Dakar ,Ouest,D06,Santé,42,89.18
01/02/2019,Dakar ,Ouest,D06,Santé,42,89.13
Mars 2019,Dakar ,Ouest,D06,Santé,42,89.36
2019-04-01,Dakar ,Ouest,D06,Santé,42,89.59
01/05/2019,Dakar ,Ouest,D06,Santé,42,89.57
2019-06-01,DAKAR,Ouest,D06,Santé,42,89.72
Juillet 2019,Dakar ,Ouest,D06,Santé,42,90.05
Août 2019,DAKAR,Ouest,D06,Santé,42,89.86
Septembre 2019,DAKAR,Ouest,D06,Santé,42,89.45
2019-10-01,DAKAR,Ouest,D06,Santé,42,89.72
2019-11-01,DAKAR,Ouest,D06,Santé,42,89.47
01/12/2019,Dakar ,Ouest,D06,Santé,42,89.22
2020-01-01,Dakar ,Ouest,D06,Santé,42,89.78
Février 2020,DAKAR,Ouest,D06,Santé,42,90.28
2020-03-01,dakar,Ouest,D06,Santé,42,90.51
Avril 2020,DAKAR,Ouest,D06,Santé,42,91.12
2020-05-01,Dakar ,Ouest,D06,Santé,42,91.19
2020-06-01,Dakar ,Ouest,D06,Santé,42,91.46
Juillet 2020,DAKAR,Ouest,D06,Santé,42,91.46
2020-08-01,Dakar ,Ouest,D06,Santé,42,91.5
2020-09-01,DAKAR,Ouest,D06,Santé,42,91.3
2020-10-01,DAKAR,Ouest,D06,Santé,42,91.16
01/11/2020,dakar,Ouest,D06,Santé,42,90.69
2020-12-01,DAKAR,Ouest,D06,Santé,42,90.54
2021-01-01,dakar,Ouest,D06,Santé,42,90.88
2021-02-01,Dakar ,Ouest,D06,Santé,42,91.27
Mars 2021,dakar,Ouest,D06,Santé,42,91.67
Avril 2021,DAKAR,Ouest,D06,Santé,42,91.75
2021-05-01,dakar,Ouest,D06,Santé,42,92.1
01/06/2021,DAKAR,Ouest,D06,Santé,42,92.5
Juillet 2021,Dakar ,Ouest,D06,Santé,42,92.51
2021-08-01,Dakar ,Ouest,D06,Santé,42,92.67
01/09/2021,dakar,Ouest,D06,Santé,42,92.13
2021-10-01,dakar,Ouest,D06,Santé,42,92.19
01/11/2021,DAKAR,Ouest,D06,Santé,42,92.07
01/12/2021,dakar,Ouest,D06,Santé,42,91.78
Janvier 2022,Dakar ,Ouest,D06,Santé,42,93.1
01/02/2022,Dakar ,Ouest,D06,Santé,42,93.88
2022-03-01,Dakar ,Ouest,D06,Santé,42,94.84
Avril 2022,DAKAR,Ouest,D06,Santé,42,95.94
Mai 2022,dakar,Ouest,D06,Santé,42,96.66
2022-06-01,DAKAR,Ouest,D06,Santé,42,97.31
2022-07-01,dakar,Ouest,D06,Santé,42,97.98
2022-08-01,Dakar ,Ouest,D06,Santé,42,98.58
2022-09-01,dakar,Ouest,D06,Santé,42,98.62
Octobre 2022,Dakar ,Ouest,D06,Santé,42,98.9
